item,embedding
363,"[-0.008202295750379562, -0.029403923079371452, -0.05642946437001228, -0.016996443271636963, -0.0003680586814880371, 0.014661084860563278, 0.03009111061692238, 0.04046374931931496, 0.028927858918905258, -0.007320970296859741, -0.02891506440937519, 0.05301855131983757, -0.04531778022646904, -0.018078673630952835, 0.028573032468557358, -0.053770601749420166, 0.008065838366746902, -0.045471254736185074, 0.0156886987388134, 0.01984100416302681, 0.017471667379140854, -0.030174480751156807, 0.024655643850564957, -0.052065372467041016, 0.038306716829538345, 0.05724320933222771, -0.003576379269361496, 0.04012696072459221, 0.040355581790208817, -0.043733421713113785, -0.007541399449110031, -0.05748550221323967, 0.0494166798889637, -0.0017597675323486328, 0.009554717689752579, -0.025266490876674652, 0.02542771026492119, -0.01233832910656929, -0.045903291553258896, 0.03530437871813774, 0.031453054398298264, -0.050902776420116425, 0.03532322123646736, -0.022586602717638016, -0.01589202508330345, -0.014374934136867523, -0.028958342969417572, 0.030562322586774826, 0.039018575102090836, 0.023724112659692764, 0.026545565575361252, 0.005877438932657242, 0.024518046528100967, -0.020880553871393204, -0.009427011013031006, -0.050808779895305634, -0.014777202159166336, -0.0534379668533802, -0.04096784442663193, 0.006106074899435043, -0.02971041016280651, -0.01674720272421837, -0.02033328264951706, -0.04743977263569832]"
576,"[0.04101691022515297, 0.008190888911485672, -0.023537736386060715, 0.05592414364218712, -0.008015118539333344, 0.005003374069929123, -0.001655489206314087, 0.015611853450536728, -0.01498173177242279, -0.03295041248202324, 0.017353560775518417, 0.0466424860060215, 0.02512471005320549, 0.002631641924381256, 0.013396847993135452, 0.005010824650526047, -0.036388419568538666, -0.02244323492050171, -0.004653304815292358, -0.024646710604429245, -0.039819955825805664, 0.030932586640119553, -0.032462164759635925, 0.010947857052087784, 0.004593979567289352, 0.05056365951895714, 0.05711805447936058, 0.016924787312746048, -0.019237570464611053, -0.00726376473903656, -0.057418905198574066, -0.0030107498168945312, 0.05495109781622887, 0.03321879729628563, 0.03391076251864433, -0.04626980051398277, -0.05853995308279991, 0.05525453761219978, -0.005830217152833939, -0.05168372392654419, -0.028847098350524902, 0.0020922161638736725, 0.044056352227926254, -0.04987040534615517, 0.0478135384619236, -0.04109310358762741, 0.0008149109780788422, -0.016608916223049164, -0.041167356073856354, -0.028181713074445724, -0.04873424023389816, -0.05614586919546127, 0.043149542063474655, -0.00011711567640304565, -0.04583211615681648, 0.029939886182546616, 0.002199765294790268, 0.05730811879038811, -0.010497815907001495, 0.04071010276675224, 0.01567688211798668, 0.018060807138681412, 0.03488006070256233, -0.048661258071660995]"
797,"[-0.030425621196627617, -0.01673094928264618, 0.022813986986875534, 0.009211700409650803, -0.005842439830303192, -0.03343219310045242, 0.056576620787382126, 0.030830029398202896, 0.032615091651678085, -0.050292372703552246, -0.05636400356888771, 0.03485461696982384, -0.007758885622024536, 0.022000666707754135, 0.03951193019747734, -0.023735355585813522, -0.01335068792104721, 0.048523496836423874, -0.0005175359547138214, -0.008395086973905563, 0.03887974098324776, -0.02580958977341652, -0.034195780754089355, -0.036114566028118134, -0.052359990775585175, 0.043003473430871964, -0.046575091779232025, 0.05424605682492256, -0.04931294545531273, -0.003213442862033844, 0.022239666432142258, -0.0009762123227119446, -0.017223984003067017, 0.04673958197236061, -0.058049075305461884, -0.02061697468161583, 0.016461756080389023, -0.046739451587200165, 0.013352375477552414, -0.035295672714710236, 0.05659561976790428, 0.030245546251535416, -0.039378903806209564, -0.0537387952208519, -0.02200748771429062, -0.04269850254058838, -0.01633034646511078, -0.004083160310983658, -0.027494363486766815, -0.025025125592947006, -0.01850821077823639, 0.00040417537093162537, 0.05580764636397362, 0.025359105318784714, -0.020752258598804474, -0.008853994309902191, 0.05215315893292427, 0.03520293906331062, -0.03198835998773575, 0.015654180198907852, -0.034488286823034286, -0.020740002393722534, 0.02723557874560356, 0.043341051787137985]"
474,"[0.027495477348566055, -0.0013172440230846405, 0.030629727989435196, 0.05476980283856392, 0.05592818185687065, -0.023125559091567993, 0.011693041771650314, 0.048890311270952225, 0.02719203755259514, 0.015166711062192917, -0.035838883370161057, 0.009041804820299149, 0.05626242980360985, 0.01945895329117775, 0.00028658658266067505, -0.04097367823123932, 0.04795030131936073, -0.032927051186561584, 0.05014829710125923, 0.022643696516752243, -0.011643167585134506, 0.02571709081530571, 0.006382759660482407, -0.004665583372116089, -0.0307298731058836, -0.028213215991854668, 0.03398784622550011, -0.05775316432118416, -0.02126288414001465, -0.007618594914674759, 0.022123362869024277, -0.017839308828115463, 0.0029012151062488556, 0.05198553577065468, -0.0015020854771137238, -0.008291684091091156, -0.0218232162296772, 0.03263771906495094, -0.024221215397119522, 0.046173010021448135, -0.009471096098423004, -0.02082173526287079, 0.00739804282784462, -0.008028913289308548, -0.02150554209947586, 0.05073540285229683, 0.045845549553632736, 0.03677264228463173, -0.02497311308979988, -0.05439956486225128, 0.052039410918951035, 0.028805766254663467, -0.045042458921670914, -0.04979624226689339, 0.05388368293642998, -0.01850147172808647, -0.008480019867420197, 0.036351319402456284, -0.02619452029466629, -0.024757027626037598, -0.034018374979496, 0.04803503677248955, -0.02733553573489189, 0.012560825794935226]"
636,"[0.022233638912439346, 0.05303956940770149, -0.015000879764556885, -0.03019418753683567, -0.04346543923020363, -0.018911853432655334, -0.0583646334707737, 0.00027189403772354126, -0.03513011336326599, -0.042151305824518204, -0.048676539212465286, 0.005240637809038162, -0.000838056206703186, 0.017978865653276443, 0.0010738596320152283, 0.029566433280706406, 0.01883629336953163, 0.02563304826617241, 0.049083154648542404, 0.02928129956126213, -0.016451846808195114, -0.049463603645563126, -0.05429261922836304, -0.04607119411230087, 0.0038249604403972626, 0.0015752874314785004, 0.05669984593987465, 0.0581672303378582, -0.03396796062588692, -0.036220304667949677, -0.04700266942381859, 0.023195955902338028, -0.04216252267360687, -0.04853593930602074, 0.046030912548303604, -0.0027463510632514954, 0.014115024358034134, 0.005705375224351883, 0.029696952551603317, 0.002844031900167465, 0.04761550948023796, 0.05773695930838585, -0.00528809055685997, -0.040592893958091736, -0.011164113879203796, -0.0509815588593483, -0.0043678320944309235, 0.03732316568493843, 0.030772138386964798, 0.02396133914589882, 0.019954640418291092, 0.03210557624697685, -0.03342112898826599, -0.039646729826927185, -0.03938008099794388, -0.052451957017183304, -0.049721620976924896, 0.050606388598680496, -0.035143882036209106, 0.02618388459086418, 0.010605666786432266, -0.039732642471790314, -0.052778709679841995, -0.04943537712097168]"
912,"[0.012009408324956894, -0.023480162024497986, -0.012309428304433823, 0.01754598692059517, -0.056179944425821304, -0.038920387625694275, 0.04306689277291298, -0.0010819286108016968, -0.012116659432649612, -0.025905530899763107, 0.0250876285135746, 0.03497755154967308, -0.017097897827625275, -0.05138455331325531, -0.007521271705627441, 0.03091162070631981, 0.017033327370882034, 0.01749594137072563, -0.02164493501186371, 0.0037963390350341797, -0.04852200299501419, 0.054806362837553024, -0.013375416398048401, 0.0024219341576099396, 0.04776765778660774, 0.05126756802201271, 0.027988474816083908, -0.046621620655059814, 0.03649520501494408, -0.05320349335670471, 0.012043450027704239, -0.022179290652275085, -0.021053336560726166, -0.005598790943622589, -0.048939891159534454, 0.014132175594568253, 0.01688801869750023, 0.03278021886944771, -0.018070485442876816, 0.010240841656923294, 0.0452742762863636, -0.00039071589708328247, 0.02927757427096367, -0.017742514610290527, 0.02864924445748329, -0.020477253943681717, 0.009354423731565475, -0.031441569328308105, 0.027737785130739212, 0.0008171349763870239, 0.008883852511644363, 0.024244990199804306, 0.043506208807229996, 0.019157562404870987, -0.011728040874004364, 0.041545700281858444, -0.01236870139837265, -0.015888098627328873, 0.029394980520009995, -0.011586535722017288, 0.021020706743001938, -0.00015083327889442444, -0.015587493777275085, 0.04522910341620445]"
149,"[0.015045437961816788, -0.014130901545286179, 0.0251292921602726, 0.03823399171233177, 0.04381851479411125, -0.02523806318640709, -0.03770483657717705, -0.03270623832941055, 0.05407610908150673, 0.000431939959526062, -0.0010851509869098663, -0.023464899510145187, -0.004972446709871292, -0.03249799832701683, -0.0009410902857780457, 0.010423082858324051, -0.05537158623337746, 0.04113011434674263, 0.04493093863129616, 0.056551095098257065, 0.027674760669469833, -0.0466700941324234, 0.029625754803419113, 0.011970128864049911, -0.0188431516289711, 0.03196122124791145, -0.002376832067966461, 0.04981837794184685, 0.031376469880342484, 0.03746635094285011, -0.020745765417814255, -0.04289041832089424, 0.00822954997420311, 0.009531993418931961, -0.04124624282121658, -0.053066711872816086, -0.039684273302555084, -0.02709248661994934, -0.052884139120578766, -0.021828927099704742, 0.011366616934537888, 0.01911851391196251, 0.027632471174001694, 0.04944035783410072, -0.04558056220412254, 0.023229461163282394, 0.053647976368665695, -0.04601270705461502, 0.050162170082330704, 0.05505451187491417, -0.0515187606215477, -0.025483082979917526, -0.037264931946992874, 0.01711415871977806, -0.0007055550813674927, -0.0030848458409309387, 0.030370671302080154, 0.05177616700530052, 0.004340101033449173, -0.013163018971681595, 0.009534183889627457, -0.055135805159807205, 0.008574511855840683, -0.02693575620651245]"
635,"[-0.01420920342206955, -0.042480818927288055, 0.032825324684381485, 0.026981059461832047, 0.05604765936732292, -0.04542776569724083, -0.03970267251133919, 0.04227050021290779, -0.051932916045188904, -0.03474591299891472, -0.036385923624038696, 0.021634165197610855, -0.055134497582912445, -0.005034923553466797, 0.0008799843490123749, 0.029768172651529312, -0.0375940278172493, -0.03940902650356293, -0.03421420976519585, 0.01712135598063469, 0.05465471372008324, 0.05026930198073387, -0.04761771857738495, 0.03923724219202995, 0.030732717365026474, -0.04624655097723007, 0.042733658105134964, -0.00868283212184906, -0.000706106424331665, 0.05645577237010002, 0.019780542701482773, 0.015144694596529007, -0.046434372663497925, -0.05156901478767395, -0.004752159118652344, -0.0395997017621994, 0.006748821586370468, 0.03600798174738884, -0.00929298996925354, -0.0550181046128273, -0.04162011295557022, -0.043893974274396896, -0.03480951860547066, -0.025164835155010223, 0.0045202188193798065, -0.012050926685333252, -0.03505049645900726, 0.05518548563122749, 0.019406680017709732, -0.02973213605582714, 0.0013296455144882202, 0.04197661951184273, -0.0355040580034256, -0.030943606048822403, 0.05324890837073326, -0.011769145727157593, 0.010749291628599167, -0.030003206804394722, -0.01696903631091118, 0.027079802006483078, 0.040747519582509995, -0.0005501359701156616, -0.02159758284687996, 0.037428390234708786]"
1083,"[0.021146003156900406, -0.05738508328795433, -0.026330336928367615, -0.04167619347572327, -0.05673781782388687, 0.029986131936311722, -0.030330022796988487, 0.003947686403989792, -0.04866812750697136, 0.03092372789978981, -0.058135777711868286, -0.009240314364433289, -0.039255861192941666, -0.04567355662584305, -0.029234403744339943, -0.010409533977508545, 0.007830020040273666, -0.04453131556510925, -0.011515974998474121, 0.04785771295428276, 0.02613535150885582, -0.020705752074718475, 0.01589447632431984, -0.010426409542560577, 0.058488134294748306, 0.003597896546125412, -0.015379220247268677, -0.03951667994260788, -0.016734812408685684, -0.0011539161205291748, -0.04358498752117157, 0.018057342618703842, 0.00016842782497406006, -0.05421319231390953, 0.013534989207983017, -0.04368257522583008, 0.05814008042216301, -0.022229865193367004, -0.042104143649339676, 0.005585853010416031, -0.020804431289434433, 0.04941486194729805, 0.04837429150938988, 0.02919561043381691, 0.03308776393532753, 0.03563866391777992, -0.0010208748281002045, -0.012959983199834824, 0.007889244705438614, -0.05234632268548012, 0.030686628073453903, -0.010493237525224686, -0.03677031397819519, -0.02510000392794609, -0.05405321717262268, 0.002719685435295105, 0.044966284185647964, -0.05650009214878082, 0.019487891346216202, 0.05804960057139397, -0.04710398614406586, -0.0004163607954978943, 0.0012081563472747803, 0.042274829000234604]"
441,"[0.019203785806894302, 0.005328226834535599, 0.0017044134438037872, 0.04957687482237816, -0.044444866478443146, -0.017218243330717087, -0.05563489347696304, 0.027510564774274826, 0.006777655333280563, -0.04940406605601311, 0.05781456455588341, 0.03014674410223961, -0.012965980917215347, 0.05273139104247093, -0.005409006029367447, -0.044311992824077606, 0.009502168744802475, 0.04697732254862785, 0.0369299091398716, 0.014019686728715897, -0.026860501617193222, -0.017231035977602005, -0.00975770503282547, -0.0042978450655937195, 0.032237205654382706, -0.03845256567001343, -0.0005194321274757385, 0.015403639525175095, 0.03080049529671669, 0.04323500767350197, 0.03709891065955162, -0.026537109166383743, -0.0203116275370121, -0.028415584936738014, -0.02568361535668373, -0.023250948637723923, -0.02913403883576393, 0.029896538704633713, -0.001827377825975418, 0.04595315083861351, 0.013086382299661636, -0.0088701993227005, -0.013011306524276733, -0.0013486817479133606, -0.04447215422987938, -0.014024417847394943, 0.0006532669067382812, 0.008678440004587173, -0.028416793793439865, 0.00827081874012947, 0.028021100908517838, -0.016743645071983337, 0.004230540245771408, -0.05126304551959038, -0.011182095855474472, 0.04387141391634941, -0.01947835087776184, -0.028117148205637932, 0.00030026957392692566, -0.01766050234436989, 0.04059119150042534, 0.05020666494965553, -0.027117665857076645, -0.03983844071626663]"
547,"[-0.02435881271958351, 0.0578666590154171, 0.0005439296364784241, -0.02821429818868637, -0.04274022579193115, -0.043704912066459656, 0.042857926338911057, 0.005253788083791733, -0.05252651870250702, 0.04927404597401619, 0.05410274490714073, -0.015807755291461945, -0.009591810405254364, -0.05323898419737816, 0.020420964807271957, -0.04800859093666077, 0.05778791382908821, -0.025652006268501282, 0.04155374690890312, 0.057029690593481064, -0.049145668745040894, 0.046667102724313736, 0.020786281675100327, -0.0013610869646072388, 0.04237467423081398, -0.046622052788734436, 0.04980234429240227, -0.056474655866622925, 0.009569328278303146, 0.04942323639988899, -0.0014614835381507874, 0.05333316698670387, -0.006247539073228836, -0.0332430899143219, -0.05715664476156235, 0.038595717400312424, -0.01323118805885315, -0.040819745510816574, -0.029086995869874954, 0.03213409706950188, 0.013319563120603561, 0.05165758356451988, -0.028610827401280403, 0.0218048058450222, -0.037600453943014145, -0.011731937527656555, 0.05267300829291344, -0.0435185581445694, -0.0335945263504982, -0.03830244392156601, -0.047824177891016006, -0.036904238164424896, 0.02898545190691948, 0.041590165346860886, -0.018352840095758438, -0.05112001672387123, -0.05096586421132088, -0.025888551026582718, -0.04546694830060005, -0.05716404691338539, 0.010457951575517654, -0.011724282056093216, 0.006628934293985367, -0.05045744776725769]"
574,"[-0.03276008367538452, 0.015256743878126144, -0.0028437115252017975, -0.004568658769130707, 0.01598149910569191, 0.004728253930807114, 0.048151079565286636, 0.024658124893903732, -0.011919774115085602, -0.04746017977595329, -0.01954781264066696, -0.032301366329193115, -0.047180838882923126, 0.020259346812963486, 0.03454836830496788, 0.0026474706828594208, -0.05288192629814148, -0.026097923517227173, 0.04039108380675316, 0.0018542148172855377, 0.03554391488432884, 0.033124107867479324, -0.017892368137836456, 0.00046118348836898804, -0.032908037304878235, -0.010664958506822586, -0.03429481387138367, -0.05620930716395378, -0.04462295398116112, -0.025812938809394836, -0.036916088312864304, -0.04267672449350357, 0.007825423032045364, -0.028805505484342575, 0.007866393774747849, -0.003156367689371109, 0.04107357934117317, -0.018223058432340622, -0.005217593163251877, -0.03916808217763901, 0.02782915160059929, -0.0023549944162368774, -0.03938523679971695, 0.036045487970113754, 0.021430272608995438, 0.015497352927923203, 0.02416059747338295, 0.024316180497407913, -0.003142908215522766, -0.010575767606496811, 0.0505523718893528, 0.006799984723329544, -0.019016452133655548, -0.018377214670181274, -0.005562830716371536, -0.04858598858118057, 0.05033314600586891, 0.05838874354958534, 0.04645420238375664, 0.020800117403268814, -0.040668703615665436, -0.02823234163224697, -0.010316140949726105, -0.03865787014365196]"
581,"[-0.04883752763271332, -0.05387606844305992, 0.04175953194499016, 0.035520631819963455, 0.004404883831739426, -0.016491595655679703, -0.028079448267817497, -0.056807465851306915, 0.002110518515110016, 0.05313646420836449, -0.02107483148574829, 0.0338972844183445, 0.0029480233788490295, -0.032861948013305664, -0.014258358627557755, 0.018918294459581375, -0.0226275771856308, -0.0207551009953022, -0.04985037073493004, 0.03815532103180885, -0.03372384235262871, 0.02732941135764122, 0.040687981992959976, 0.04622580483555794, 0.04533262923359871, -0.04413638636469841, -0.027817342430353165, 0.054040681570768356, 0.021219220012426376, 0.013337988406419754, 0.030280593782663345, 0.005796696990728378, -0.0345064252614975, 0.04913407936692238, -0.03413984924554825, 0.057994548231363297, -0.012852214276790619, 0.011278267949819565, -0.016743171960115433, -0.015667371451854706, -0.00698414072394371, 0.020712990313768387, -0.055417295545339584, 0.052843425422906876, -0.013233795762062073, 0.013564448803663254, 0.031168770045042038, 0.035629753023386, 0.03274930641055107, 0.057519081979990005, -0.0314091295003891, 0.028977427631616592, 0.01625317707657814, 0.006794575601816177, -0.02199385315179825, 0.015057768672704697, 0.042980317026376724, -0.05587133765220642, -0.003656771034002304, 0.012897420674562454, 0.006085071712732315, -0.053103405982255936, -0.007315315306186676, -0.03890140727162361]"
1273,"[0.010464448481798172, -0.045642826706171036, 0.03587820753455162, 0.05505289509892464, -0.05086047574877739, -0.01523999497294426, 0.005771946161985397, 0.046059440821409225, -0.039787255227565765, -0.04077517241239548, -0.011791840195655823, 0.013394128531217575, -0.04381345584988594, -0.04943743348121643, -0.05365898087620735, 0.01570754125714302, 0.04578247293829918, -0.05236269533634186, 0.04696584865450859, 0.013806354254484177, -0.02521025761961937, 0.05717210844159126, 0.0008783154189586639, 0.0448467992246151, 0.008250955492258072, 0.03712594136595726, -0.05290190875530243, 0.04460055008530617, -0.0461217537522316, 0.028437767177820206, -0.04126608744263649, 0.028269890695810318, 0.015667784959077835, 0.04518206790089607, -0.02621229737997055, 0.04928749427199364, -0.02617751806974411, 0.005937878042459488, 0.0024324506521224976, -0.03444493189454079, -0.04147797077894211, 0.054782476276159286, 0.03480522707104683, -0.018748197704553604, -0.023386359214782715, -0.022773634642362595, 0.030101243406534195, 0.033500928431749344, -0.0004794113337993622, -0.012007113546133041, -0.012434307485818863, -0.04012420028448105, 0.044381219893693924, -0.010291866958141327, 0.018045861274003983, 0.04214136675000191, -0.025630351155996323, -0.009336255490779877, -0.04783819615840912, 0.0023522265255451202, -0.04510580003261566, 0.020152483135461807, 0.03542144224047661, -0.03438245505094528]"
1109,"[0.0522017665207386, 0.023041706532239914, 0.00756368413567543, -0.015192706137895584, -0.0009360797703266144, -0.03566855192184448, 0.04929742589592934, 0.05098718777298927, -0.002325665205717087, -0.05219442769885063, -0.018888574093580246, -0.0011144466698169708, 0.04562738165259361, 0.03514537587761879, 0.04501925781369209, -0.0368635356426239, 0.00835094228386879, -0.009787634015083313, 0.002786930650472641, -0.022779177874326706, -0.022656038403511047, 0.0065902359783649445, 0.0558234266936779, 0.009502086788415909, 0.007890257984399796, 0.045574743300676346, -0.016109827905893326, 0.0389159731566906, 0.03210386261343956, 0.05421895161271095, -0.026123736053705215, -0.052745271474123, 0.03250504657626152, 0.05236418917775154, -0.027797620743513107, 0.02591472491621971, 0.006576206535100937, 0.020970072597265244, 0.024642426520586014, 0.053093280643224716, 0.0017144232988357544, 0.013278331607580185, -0.03458118066191673, -0.026608843356370926, 0.03601690009236336, -0.028092067688703537, -0.05617201328277588, -0.018773458898067474, -0.052654869854450226, -0.0005771592259407043, 0.016787666827440262, -0.05559298023581505, -0.041226826608181, -0.0391225703060627, 0.009692911058664322, -0.05421978980302811, 0.052528467029333115, -0.002186097204685211, 0.022988904267549515, -0.039432425051927567, 0.040932293981313705, -0.024125687777996063, -0.00644451379776001, -0.05163658410310745]"
559,"[0.007983151823282242, -0.0522027425467968, 0.020091470330953598, 0.008237455040216446, 0.04764251038432121, 0.03846229985356331, -0.05067724734544754, 0.04382976517081261, -0.04084786772727966, -0.03985368460416794, -0.0023623667657375336, -0.040590062737464905, 0.04585415497422218, -0.05337590351700783, 0.001687806099653244, 0.0038177073001861572, 0.016616899520158768, -0.04321790486574173, -0.05742815509438515, -0.004639022052288055, 0.018575455993413925, -0.05264490842819214, 0.014177326112985611, 0.006126735359430313, 0.014586281031370163, 0.03822026774287224, -0.0322781577706337, 0.03536587581038475, -0.05334077402949333, -0.0004952885210514069, 0.021687474101781845, -0.004042826592922211, 0.03504777327179909, -0.034976065158843994, -0.032014891505241394, 0.00013621896505355835, -0.00904407724738121, 0.029321614652872086, 0.006016422063112259, 0.04882858321070671, 0.02375323697924614, 0.025580767542123795, -0.045731380581855774, -0.029823290184140205, 0.04087056592106819, 0.0045258887112140656, 0.04148801788687706, 0.0046904124319553375, -0.0396990105509758, -0.018773473799228668, -0.003374699503183365, -0.036470286548137665, -0.051798898726701736, -0.003117956221103668, -0.010022018104791641, -0.05363519489765167, -0.03790272772312164, 0.005887027829885483, 0.05850672349333763, -0.04116768389940262, -0.055715907365083694, -0.05127377063035965, 0.053155284374952316, -0.03573505952954292]"
446,"[-0.025174163281917572, 0.024674464017152786, -0.0567781999707222, 0.005744520574808121, -0.011984486132860184, 0.03222738578915596, 0.04047052934765816, -0.043937887996435165, 0.038708414882421494, -0.015771787613630295, 0.049428265541791916, 0.003055356442928314, -0.043319039046764374, 0.02196931466460228, -0.025997284799814224, 0.05655202642083168, 0.05366569384932518, 0.04160748049616814, 0.01931605115532875, 0.053449470549821854, -0.04892221838235855, 0.034662339836359024, 0.04001281037926674, 0.03169914707541466, -0.04832623153924942, -0.046334266662597656, -0.035902656614780426, -0.036377422511577606, -0.037593383342027664, -0.041242361068725586, -0.04768063500523567, 0.0191514752805233, 0.023072514683008194, 0.02516109123826027, 0.016250047832727432, 0.05777471885085106, 0.005533870309591293, 0.0027264058589935303, 0.050966959446668625, 0.04726667329668999, -0.04171529412269592, 0.039753321558237076, 0.011933837085962296, 0.02708933874964714, -0.029660800471901894, 0.02978268638253212, -0.05585040897130966, 0.052842382341623306, -0.0014749951660633087, 0.03876665607094765, -0.012189839035272598, -0.05722811445593834, -0.053008515387773514, -0.0010233260691165924, -0.019189249724149704, 0.03938208892941475, 0.046997714787721634, -0.01619771495461464, -0.017229493707418442, -0.027651457116007805, 0.01220601424574852, -0.020806290209293365, 0.05503365769982338, -0.017331834882497787]"
674,"[0.005253072828054428, 0.009702231734991074, 0.039396170526742935, 0.0418415330350399, 0.0028564371168613434, 0.02466024085879326, -0.01880112662911415, 0.032831642776727676, 0.043255846947431564, -0.04624265804886818, 0.05678088590502739, 0.043806176632642746, -0.03571982681751251, 0.029370274394750595, 0.016494635492563248, -0.04697289317846298, 0.04843302443623543, 0.018599960952997208, 0.0188763327896595, 0.05071317031979561, 0.050146494060754776, 0.028853382915258408, 0.01928471401333809, -0.056830037385225296, -0.05330454185605049, 0.05840304121375084, 0.020859401673078537, -0.050907667726278305, -0.0465739369392395, -0.011803708970546722, 0.01249225065112114, -0.04147616773843765, -0.031446926295757294, -0.02210799977183342, 0.024575840681791306, -0.027686914429068565, 0.0009252391755580902, -0.003215193748474121, 0.049741294234991074, -0.0025883764028549194, 0.030839767307043076, 0.004339728504419327, 0.006563302129507065, -0.04705148935317993, -0.025574132800102234, 0.04447587952017784, 0.03201406076550484, -0.056478772312402725, 0.021347474306821823, 0.05647389963269234, -0.009497150778770447, 0.0015907473862171173, 0.00702497735619545, -0.027096692472696304, -0.031389933079481125, 0.017905641347169876, 0.030874934047460556, 0.021064896136522293, 0.028016146272420883, 0.04074392840266228, -0.02203316241502762, -0.037482116371393204, 0.05338547006249428, -0.009953275322914124]"
872,"[0.012851160019636154, 0.010099980980157852, -0.02135647088289261, 0.007001291960477829, -0.018717415630817413, 0.02352462336421013, -0.0388592854142189, -0.03832487016916275, -0.02900841273367405, -0.027012422680854797, -0.006306439638137817, -0.016175542026758194, -0.010196525603532791, -0.016984466463327408, 0.008401680737733841, -0.01086602732539177, -0.018491599708795547, 0.030352596193552017, 0.049121249467134476, -0.05002246052026749, -0.03689956292510033, -0.03385453671216965, 0.010574031621217728, 0.04614171013236046, 0.01032298430800438, -0.05005798488855362, 0.003999572247266769, 0.030325088649988174, 0.03450759872794151, 0.03235528990626335, 0.027088124305009842, -0.009960535913705826, -0.03994973748922348, 0.05534910783171654, 0.04539160057902336, 0.03524406626820564, -0.04814179986715317, 0.025794241577386856, 0.050198595970869064, 0.01919599249958992, -0.006809491664171219, -0.013187050819396973, -0.018520984798669815, -0.0219232439994812, -0.003558613359928131, -0.04573137313127518, -0.017098933458328247, -0.057979557663202286, 0.013513606041669846, -0.030538130551576614, -0.05849836766719818, -0.037581294775009155, 0.03719010576605797, -0.04162652790546417, 0.03828722611069679, 0.0013139843940734863, 0.03867640718817711, -8.510053157806396e-05, 0.009766500443220139, -0.011556457728147507, 0.023659761995077133, -0.024783175438642502, -0.041002821177244186, -0.04462381452322006]"
844,"[0.04029155150055885, 0.02406127378344536, -0.030261686071753502, 0.04997524991631508, -0.0039664581418037415, -0.020093057304620743, -0.023784808814525604, 0.011798325926065445, 0.007445629686117172, 0.02393438294529915, 0.005086909979581833, -0.03823553025722504, 0.049926888197660446, 0.01924341544508934, 0.010031107813119888, -0.0015625283122062683, 0.002746615558862686, -0.05754543095827103, 0.028423000127077103, 0.008250374346971512, 0.016952600330114365, 0.015195053070783615, -0.035788003355264664, -0.01713646575808525, 0.015234049409627914, -0.054732635617256165, 0.008578252047300339, -0.02183554321527481, -0.034555576741695404, -0.020864956080913544, -0.03299228101968765, 0.03009166195988655, -0.05608554556965828, -0.038266219198703766, -0.014790374785661697, -0.014692462980747223, -0.041438840329647064, 0.039082083851099014, 0.03186594322323799, -0.01947026327252388, -0.010376151651144028, -0.04147490859031677, 0.053823042660951614, -0.03214342147111893, -0.02677871286869049, 0.052527595311403275, 0.00011477991938591003, 0.010235395282506943, 0.009089630097150803, -0.049455832690000534, -0.041845545172691345, 0.044260818511247635, -0.0481928326189518, 0.0303242988884449, -0.011581365019083023, -0.030483385547995567, 0.027539055794477463, -0.03451704978942871, -0.022733643651008606, -0.008152995258569717, 0.0011352486908435822, 0.02539845183491707, -0.0014628954231739044, -0.01953735202550888]"
894,"[0.05773335322737694, -0.03137165307998657, 0.005068894475698471, -0.015643492341041565, -0.056573327630758286, -0.04237360507249832, -0.03675404191017151, -0.04956359043717384, 0.04732498899102211, 0.03426885977387428, 0.02309536561369896, -0.026053912937641144, -0.04555952176451683, -0.0378982275724411, 0.01768370345234871, 0.007118921726942062, 0.055620137602090836, -0.0439213328063488, 0.031776946038007736, 0.055189099162817, 0.05539730563759804, 0.02439321205019951, -0.03785848617553711, -0.019150197505950928, -0.013542380183935165, -0.004524897783994675, 0.007829513400793076, -0.039877161383628845, -0.05451289564371109, 0.040107619017362595, 0.001640312373638153, -0.019176509231328964, -0.05017144978046417, 0.009173665195703506, -0.04219090938568115, -0.02523161470890045, 0.05158153548836708, -0.0007290765643119812, 0.018191445618867874, 0.03812893107533455, -0.04156707972288132, 0.032187458127737045, 0.013099338859319687, 0.01710166409611702, -0.0028081536293029785, 0.01652313396334648, 0.04583596810698509, 0.015618357807397842, -0.013609498739242554, -0.03461766615509987, -0.04928009584546089, -0.03538218513131142, -0.032815657556056976, -0.016927219927310944, -0.022382445633411407, 0.041129592806100845, -0.04767432436347008, 0.009454932063817978, -0.03248670697212219, 0.027928512543439865, 0.030227895826101303, 0.022360030561685562, 0.03371482715010643, 0.004157450050115585]"
